0,0,0,1,1,1,15,40,156,345,553,1019,3247,5668,11656,1240,1172,1360,1562,1640,1757,1928,2596,3105,3890,4561,5501,4055,3710,3095,1310,352,0,0,0,0,1,2,11,32,124,311,493,697,958,2225,3772,11262,4456,1210,1272,1681,1668,1879,2294,2998,3677,4621,5733,4738,4173,3436,1445,367,0,0,0,0,1,3,18,50,145,286,557,630,746,895,1168,2456,3836,12677,2959,1569,2038,2230,3140,4336,5413,7298,5515,4326,2396,620,202,26,1,0,0,0
89,351,1091,2319,11351,19162,2666,2630,3900,5128,4259,2904,2042,1697,1511,1063,724,522,390,356,262,287,220,170,142,104,78,50,36,31,1,0,0,5,11,66,372,1119,1991,2385,1825,6740,16191,8000,2671,3837,4468,3598,2594,2039,1547,1468,1098,764,549,436,348,274,261,237,190,160,127,165,0,0,0,0,4,4,39,135,495,1216,1624,1680,1717,1121,787,784,867,1397,5535,11626,14997,6144,3341,2618,2023,1578,1496,1249,812,577,441,1229,1,0,0,0
517,14428,9908,4989,4388,3850,3441,2845,2565,2275,1710,1317,1080,942,743,592,483,438,499,567,547,593,682,710,1303,1877,1254,427,302,168,91,5,0,7,27,149,718,2512,4976,16050,11390,4007,3099,2842,2485,1895,1564,1231,995,794,611,468,367,307,305,346,489,581,659,681,831,1586,2013,1551,0,0,0,0,0,3,4,17,50,202,676,1998,3629,4128,3530,3218,2807,4297,9754,7921,5775,3359,1706,1179,859,571,496,372,406,521,911,7147,1,0,0,0
540,530,719,10468,11908,3244,1917,1442,1323,1242,1406,1721,2141,2441,2644,2614,2331,1905,1738,1495,1451,1533,1509,1558,1491,1337,1064,780,483,301,149,111,69,279,434,608,775,920,1057,1171,1601,9365,10311,7332,1864,2274,2662,2760,2679,2608,2331,1913,1695,1664,1737,1769,1600,1342,1061,696,446,251,143,119,127,263,505,753,955,1047,1032,1083,1042,1140,1292,1747,2238,2684,2804,7349,7041,6353,8299,3593,2123,1829,1685,1718,1844,1568,1244,843,566,330,228,211,1,0,0,0
16735,5434,1971,879,985,1215,1347,1352,1352,1296,1428,1693,2047,2558,2660,2467,2404,2277,2081,2142,2185,2054,1883,1690,1252,1063,645,307,97,25,10,2,45,60,213,394,747,1191,1440,1751,9193,12076,7379,2186,2357,3292,3271,2957,3253,3045,2822,2150,2010,1655,1002,592,268,114,49,14,8,2,0,0,293,395,757,1220,1565,1800,1695,1749,1666,1806,2444,3705,5103,15129,15845,4325,2526,1536,920,518,270,152,64,24,19,7,3,0,0,0,0,0,1,0,0,0
312,213,412,1144,5061,4861,3660,3458,4285,3438,4158,3672,1920,1231,935,965,948,791,841,826,758,970,1017,1250,1675,2718,3724,3992,3288,2603,403,7,255,1,0,3,44,393,572,584,1527,6639,3623,3479,3041,3917,3834,3458,3839,1971,1499,1271,1220,1206,954,1218,1510,1964,3095,4002,4055,3265,2610,487,249,7,0,1,1,3,47,93,451,650,468,267,149,965,6837,3896,3230,2170,2866,3685,4023,3474,4770,3110,2836,4067,6918,5287,3530,1252,182,52,1,0,0,0
4849,4449,3688,5533,10195,5322,5638,5911,5195,4164,2857,1919,1589,1460,1096,777,472,241,97,55,16,6,5,1,0,0,0,0,0,0,0,1,20,33,136,668,1944,3291,4501,2753,1781,1796,2683,6920,13635,12040,5832,2350,1814,1384,887,566,272,122,66,27,6,7,1,0,0,0,0,1,68,58,131,561,1609,3520,5139,5634,7730,4456,2511,2033,1660,1358,1247,1257,1423,1474,1373,1436,1356,1096,873,967,2263,4109,5851,3801,497,40,5,0,1,0,0,0
2812,1618,1540,1222,1104,1026,3040,12977,10318,2821,1202,1317,1411,1592,1773,1906,1988,2067,2058,1956,1735,1587,1337,1184,951,776,617,465,335,273,197,331,3510,1983,1838,1525,1378,1355,1377,1622,1968,2733,6592,14453,11743,5280,2747,1962,1309,836,523,279,154,70,47,57,38,32,25,25,20,16,13,26,5755,3339,2849,2947,3342,4087,4110,3955,3224,2233,1415,869,505,368,979,2276,4885,8127,3895,3914,1609,360,118,58,55,47,53,39,31,23,22,47,1,0,0,0
4,35,130,612,1470,1589,3008,4939,3344,3242,2689,1831,1657,1915,2181,2428,2597,2693,3110,3524,3875,4679,4517,3535,2595,1711,911,429,194,54,24,14,0,3,4,49,151,427,1261,1905,1590,1374,1867,4387,5689,4768,2679,2280,2480,2714,2905,3173,3571,3987,4641,4426,3534,2531,1714,807,392,156,45,26,0,0,6,11,35,105,200,466,781,1299,2132,2402,1901,1856,1987,2314,4658,8314,7490,4214,4628,5360,5385,4216,2910,1486,787,352,154,54,21,12,1,0,0,0
3087,2416,1214,1332,1385,1337,1303,1485,1687,2432,4023,4660,3343,2591,5293,5034,7120,4025,2749,2396,1753,1439,889,591,371,284,211,174,161,192,220,339,1006,2847,1354,1051,1182,1394,1274,1182,1190,1342,1520,1885,2855,3648,4068,2727,1962,3667,3746,3444,3845,3872,2830,2803,2515,1913,1718,901,581,366,314,534,1343,2302,1556,1321,1181,1190,1099,1010,1068,1111,1110,1237,1308,1764,2463,2942,3484,3018,1855,1428,2453,2959,3644,2767,4468,4316,4971,3430,1435,522,382,399,1,0,0,0
5893,13046,5154,534,377,357,415,532,720,1002,1366,1876,2465,3231,3810,3855,3558,3191,3059,2534,2185,1903,1555,1095,941,520,243,93,20,4,1,1,73,126,187,259,1276,6047,9649,8991,1243,1280,2019,2411,3359,4313,4185,4143,3634,2842,2651,2027,1599,1335,932,521,284,99,35,12,3,1,0,0,527,324,407,577,725,927,1256,1725,2714,5090,7150,8526,9879,10562,4194,3111,2299,1790,1327,987,696,390,192,87,36,17,13,4,2,2,0,0,1,0,0,0
2640,1458,3177,5730,5521,4745,5191,4650,3922,3711,3113,2417,1968,1521,1231,991,824,727,682,630,538,489,526,465,428,414,421,469,395,446,521,5575,2317,1102,1594,2525,2615,2115,2274,3936,6507,6343,5472,6474,4113,2596,1737,1111,949,721,623,638,566,563,523,402,542,530,489,476,547,651,894,3591,3068,2597,3541,3562,2812,2361,2094,2005,1970,1894,1782,1770,2809,5252,6020,5092,4459,2632,1186,724,600,646,661,752,1097,1011,852,831,581,414,279,182,1,0,0,0
4231,2446,2194,2031,3718,6584,7547,8489,2011,1073,799,706,725,872,963,980,1030,1010,987,1006,1000,952,1062,1236,1560,1892,2086,2856,2298,750,326,116,2191,2185,2483,2200,2004,2018,3239,5975,6131,5014,7213,1266,887,947,1069,1169,1208,1161,1196,1124,1136,1289,1506,1966,2463,3025,2303,778,263,92,30,5,1943,1622,2593,2414,2346,1903,1986,2400,3662,5214,3578,1320,1559,2966,4428,6180,2106,1557,1670,2113,2711,4015,3261,1210,432,200,72,45,19,7,3,1,1,0,0,0
3664,4759,3298,2545,2880,4242,8163,6647,4689,6237,4752,4177,2710,2903,1565,302,263,252,258,217,204,156,130,79,64,66,91,103,68,36,13,3,85,718,1383,1980,2682,4106,3502,3507,5367,10401,6662,4755,5779,5493,5729,1349,332,355,310,243,194,131,77,81,120,91,66,25,10,2,1,0,9,333,1054,2108,3091,3734,2851,2263,2908,3381,7167,9119,4660,2465,3116,6785,7610,926,340,328,328,241,186,123,135,120,85,47,16,5,2,0,1,0,0,0
10626,2775,2088,1437,1075,934,1129,1363,1448,1555,2394,2903,3495,3118,2297,1910,1840,2158,2238,1972,1981,2676,2389,2665,3016,2033,1373,224,142,26,0,256,15135,4013,1926,2030,2109,2215,2145,2681,4057,5182,4742,4315,5105,2846,941,1837,3437,559,5,0,0,0,0,0,0,0,0,0,0,0,0,256,19010,4085,3580,2853,2919,3481,5481,9733,11619,2172,289,51,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1,0,0,0
8659,6341,4340,2800,1918,2649,2641,2620,2768,1875,1459,1678,1092,801,946,781,1285,2154,3625,3889,2241,1699,1171,1092,1275,1279,798,677,543,357,83,0,55,1326,4562,4070,4059,4847,3859,2380,3118,2022,2241,2556,2060,1086,1092,1376,866,490,378,594,620,481,565,897,1483,2273,4231,3090,3007,2709,2342,801,3,68,434,1960,5198,5397,5293,4272,2541,2004,2778,1705,1579,2002,2246,1223,817,1023,1288,615,442,482,723,562,691,1707,3223,6251,4518,2965,1299,227,1,0,0,0
0,0,103,2751,8368,5726,2826,3386,2773,3453,4272,3387,2640,1871,1525,1112,1098,1079,1059,1031,1041,1111,1092,1038,1087,1244,1289,1240,1309,1464,1691,3470,0,0,3,23,53,454,2703,5568,11387,7997,8125,6899,4312,2444,2058,2073,2117,1983,1817,1563,1220,966,683,450,273,175,97,39,28,20,6,0,43,34,89,150,272,466,737,1184,1759,3526,6042,7464,8368,12502,9912,6681,3397,1312,723,396,208,110,75,50,19,9,6,2,0,0,0,0,1,0,0,0
270,329,547,5572,5374,3564,2873,2483,2210,2511,3237,4050,4877,4841,3807,2687,2085,1719,1460,1297,1110,1046,986,924,826,724,661,616,547,511,550,1242,10,67,192,303,514,799,1133,1784,7810,3985,3242,2810,2939,3646,5352,6433,5557,3952,2554,1997,1651,1452,1142,1026,943,754,681,654,546,504,495,609,1024,784,1217,1827,2999,4841,6548,5595,3752,2577,1958,1582,1877,5195,5495,3501,2773,2336,1993,2133,1888,1473,989,572,342,136,46,32,21,19,8,3,1,0,0,0
932,620,519,861,2721,4554,3853,5484,7598,7487,6620,4938,3890,2126,1397,2100,2624,1853,1149,890,660,630,564,462,358,271,162,119,52,31,7,4,177,483,547,421,462,678,1895,5642,8319,5481,4594,5962,5621,4339,4953,3976,2307,2305,1767,1130,884,705,572,609,522,392,341,192,155,68,27,10,187,377,512,738,913,2481,4581,4745,6690,6968,2914,1941,1311,2827,5092,6026,6687,3540,2104,1233,868,705,692,508,391,231,152,71,34,15,2,0,1,0,0,0
13178,6971,3757,2896,2627,2502,2616,2301,2089,2088,2045,1860,1747,1702,1548,1506,1289,1072,1061,1005,984,990,931,890,808,709,649,598,552,546,793,1226,92,130,374,883,1553,6720,9574,7310,5661,4283,3110,2660,2563,2349,2025,1842,1687,1331,1290,1158,1066,1001,982,851,685,594,534,439,433,391,558,1407,514,323,431,696,1093,1799,2555,3140,3707,3187,2874,2572,5176,6207,6415,5162,4405,3110,2417,1769,1291,1196,813,607,470,360,313,263,251,262,345,1813,1,0,0,0
2731,1424,1083,1217,1310,1716,8814,8328,6645,4891,3483,2245,1584,1401,1310,1283,1271,1309,1469,1484,1185,992,903,775,746,644,706,644,661,690,772,1820,1173,1316,841,792,892,1010,1133,1426,1736,2410,6705,7812,7526,5320,3370,2101,1800,1590,1734,1973,1962,1751,1562,1268,1034,892,844,789,648,620,588,918,7177,3417,4121,5350,6612,6399,4871,3056,1544,950,635,502,383,330,326,337,364,1918,3005,2901,2645,2720,1677,1162,1105,621,551,390,240,139,61,27,1,0,0,0
15375,6283,2665,2094,1682,1731,2019,2386,2938,4056,5404,5386,3571,2149,1543,1190,1067,982,709,554,404,334,224,168,175,109,85,64,57,50,32,50,648,720,678,793,945,1298,4207,9644,6788,6778,5505,6108,6112,4615,2644,1621,1223,1110,990,761,576,430,318,232,202,152,122,85,64,58,49,60,2606,1784,2291,3059,3446,4136,5364,4873,2921,2041,1459,1194,1010,895,3078,5843,3512,3505,3017,2544,2159,1496,1080,953,605,258,123,100,59,47,41,37,1,0,0,0
0,334,8526,1354,1121,2520,4443,5542,4808,3808,3215,2360,1932,1586,1653,1257,1004,462,326,211,282,382,488,867,1081,1353,1621,1840,1947,1793,2140,5280,0,15,1049,10355,2662,5332,5695,4673,4534,3805,2697,1955,1507,1068,778,266,42,53,73,243,454,820,1268,1445,1540,1682,1777,1693,1818,1861,3033,1343,1,1680,7235,2426,2624,4588,8611,5825,3340,2441,1924,1330,784,596,468,506,447,515,513,367,218,85,34,41,62,117,437,1697,4491,6226,5717,190,1,0,0,0
975,1041,779,576,708,1597,13718,11230,9115,6781,3917,2484,1792,1426,1236,1036,975,844,752,676,614,543,442,373,350,280,209,127,71,40,118,711,234,302,519,867,1037,685,642,1016,2179,4134,7467,21879,9661,3313,1750,1446,1177,1022,999,859,732,634,529,472,384,298,231,119,74,44,25,806,548,252,285,358,739,1176,1150,974,1296,2145,3423,4762,6423,8898,7599,4440,12823,2259,1097,915,774,616,512,451,298,205,135,93,50,42,25,773,1,0,0,0
3234,1048,1048,1283,1021,730,2744,10141,5526,3174,1170,1159,1259,1533,1786,2313,2590,2727,2712,2598,2467,2361,2196,2212,2216,1747,1145,667,400,189,87,53,2508,1494,1119,1100,936,1022,832,606,652,1819,6885,12840,5369,3373,3762,3953,3983,4040,4009,2489,1395,712,385,145,79,23,5,1,0,0,0,0,2137,1600,1570,1183,923,946,1302,2092,2609,4038,5421,6657,9446,13399,10020,1243,582,222,90,33,18,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,21,203,8144,6281,1350,1539,2090,2913,2696,2006,1476,1320,1159,1165,1147,1084,1237,1251,1377,1533,1612,1784,2021,1999,2175,2151,2253,2340,2696,6512,3,10,50,160,404,906,1565,2526,15126,4210,4398,3952,2392,2127,2339,2779,3287,3450,3269,2668,2464,2297,1936,1467,847,410,143,63,20,8,42,218,543,438,663,943,1244,1781,2222,2625,3098,3404,4007,5100,8058,18443,7113,2485,1350,751,440,253,145,84,35,24,13,5,7,25,67,36,13,121,1,0,0,0
0,24,191,752,15129,7321,1460,1218,1638,1727,2225,1841,2115,3041,3715,3712,3841,4325,3186,1883,1137,751,695,504,459,458,492,552,526,413,187,18,0,0,7,84,409,2158,19723,1900,1072,1585,1906,2091,1670,1603,2534,3283,3965,4666,4792,4473,2150,1250,981,981,1043,796,408,6,0,0,0,0,0,0,1,320,4728,4020,2985,3872,5199,2335,913,697,950,778,886,1145,1790,3679,2896,2796,3349,4098,4090,3925,4460,2559,1739,1237,89,0,0,0,1,0,0,0
1362,1159,1114,986,1001,1196,7578,7656,5218,3915,2771,1789,1368,1016,915,897,942,1030,1214,1532,1910,2274,3246,3482,2578,1814,1199,839,680,720,638,1497,1274,1164,1146,1013,1015,1067,1054,1083,1337,8788,7805,4769,3731,2329,1236,945,933,990,1090,1361,1797,2286,3201,3725,2830,1998,1318,877,729,685,666,1294,1104,1201,1313,1210,1143,1099,1045,1020,1005,968,849,955,1121,8210,7231,4002,3621,3085,1718,1267,1600,2192,3116,3972,3324,2382,1460,1039,862,852,916,654,1,0,0,0
135,550,997,1484,1470,1127,817,632,512,447,595,13180,5516,884,856,879,1060,1288,1579,2164,2667,3017,2916,2735,2559,2453,2235,2130,1996,2110,1996,2550,188,611,1079,1534,1504,1104,768,589,481,401,402,443,564,766,1089,14002,6444,1727,2232,3015,3364,3492,3289,3212,3032,2889,2666,1877,1372,813,410,177,40,364,849,1602,1996,1557,898,633,485,517,638,780,1009,1429,1847,2377,3350,4054,13088,12598,4783,4177,2870,1768,983,538,214,63,23,6,0,0,1,0,0,0
0,0,10,53,351,812,2205,3786,5614,6163,6139,4668,3587,2936,2266,2030,2202,1976,1887,2098,2014,1458,1075,1005,1080,1301,1480,1527,1331,1370,1571,1541,0,0,0,41,492,859,1915,2634,3887,3938,4088,3986,4379,2882,2099,1566,1412,1323,1173,1145,1829,2936,3343,3522,3361,2509,2244,1436,781,721,1596,3439,0,0,0,9,176,712,1626,2639,3993,4618,5003,4765,4430,3996,4718,3506,1823,860,353,115,23,28,27,26,32,27,32,35,46,46,183,21689,1,0,0,0
